source,source_name,target,target_name,share,via
6188,廣明,Nanya,Semiconductor Fab,約 5% (Robot),晶圓搬運機器人
6188,廣明,Miners,Crypto Miners,約 5% (Other),運算設備代工
6191,精成科,2376/2377,PC Brands (技嘉/微星),約 40% (PC_PCB),主機板PCB (MB)
6191,精成科,Global_CE,Consumer Electronics,約 20% (Consumer),消費電子PCB/EMS
6191,精成科,Server_ODM,Server Clients (伺服器),約 15% (Server),伺服器PCB (AI相關)
6191,精成科,Conti/Denso,Auto Clients (車用),約 7% (Auto),車用PCB (Lincstech)
6191,精成科,Semi_Test,Probe Card Clients,約 5% (Semi),探針卡板
6196,帆宣,2330,台積電,約 35% (Project),廠務工程/自動化系統
6196,帆宣,2404,漢唐,,廠務系統 (競合關係)
6196,帆宣,ASML,ASML (艾司摩爾),約 15% (OEM),EUV模組代工
6196,帆宣,UMC/PSMC,Foundry Clients,約 10% (Project),廠務系統
6196,帆宣,AUO/Innolux,Panel/LED Makers,約 5% (Equip),製程設備代理
6196,帆宣,ASE/Amkor,Testing Houses,約 5% (Equip),封測設備銷售
6197,佳必琪,SMCI,Supermicro (美超微),約 15% (Server),伺服器連接線
6197,佳必琪,MSFT/AMZN,CSPs (雲端大廠),約 20% (DataCenter),光與銅連接方案
6197,佳必琪,Quanta/Wiwynn,Server ODMs,約 10% (Server),伺服器內部線
6197,佳必琪,Various,Consumer/Netcom,約 40% (Smart),消費電子/車用連接器
6197,佳必琪,NVDA,Nvidia (輝達 - 終端),約 15% (AI),AI伺服器線束/連接器
6203,海韻電,Sea_Sonic,PC DIY Market (自有品牌),約 60% (Consumer),高階電源供應器
6203,海韻電,Corsair/Others,OEM Clients (代工),約 20% (OEM),電源代工
6203,海韻電,NVDA_Chain,AI Server Chain,約 10% (Server),伺服器電源
6203,海韻電,Advantech,Industrial PC,約 5% (IPC),工業電源
6203,海韻電,Medical,Medical/Other,約 5% (Med),醫療電源
6209,今國光,6758.T,Sony (索尼),約 5% (Game),PS遊戲機鏡頭
6209,今國光,MGA,Magna (麥格納),約 10% (Auto),車載鏡頭
6209,今國光,AMZN,Amazon (亞馬遜),約 35% (IoT),智慧家庭鏡頭
6209,今國光,7751.T,Canon (佳能),約 30% (Camera),單眼相機鏡片
6209,今國光,Security,Security/New Apps,約 10% (Security),安控鏡頭/AR
6213,聯茂,2313,華通,,網通/伺服器用 CCL
6213,聯茂,3044,健鼎,,網通/伺服器 CCL
6213,聯茂,4927,泰鼎-KY,,銅箔基板 (CCL)
6213,聯茂,5439,高技,,網通/伺服器基板
6213,聯茂,5469,瀚宇博,,網通/伺服器 CCL
6213,聯茂,8155,博智,,CCL
6213,聯茂,2368/3044,PCB Makers (金像電/健鼎),約 40% (Server/Net),伺服器/網通CCL
6213,聯茂,Tier1,Auto Clients (車用),約 15% (Auto),車用雷達/EV CCL
6213,聯茂,Others,Consumer Electronics,約 20% (Consumer),手機/PC CCL
6213,聯茂,Cisco,Networking (網通),約 10% (Network),交換器CCL
6213,聯茂,NVDA,Nvidia (輝達 - 終端),約 15% (AI),高階CCL (M9等級)
6214,精誠,2881,富邦金,,系統開發/資訊服務
6214,精誠,2882,國泰金,,系統整合/軟體
6214,精誠,2884,玉山金,,核心系統開發
6214,精誠,2886,兆豐金,,系統整合/軟體
6214,精誠,2891,中信金,,系統整合
6214,精誠,Banks,Financial Industry (金融業),約 33% (SI),核心系統/數位金融
6214,精誠,TSMC/Others,Tech / Manufacturing (科技),約 27% (SI),IT建置/資安服務
6214,精誠,Govt,Government (政府),約 9% (Project),公共工程/數位轉型
6214,精誠,Retail,Retail/Service (零售),約 15% (E-Com),電商/支付系統
6214,精誠,SMBs,Cloud Services (雲端),約 10% (Cloud),雲端代理/加值服務
6217,中探針,AAPL,Apple (蘋果 - 終端客戶),約 40% (Consumer),MagSafe/充電探針
6217,中探針,IC_Fab/Design,Semiconductor Test (半導體),約 25% (Test),測試探針/老化測試座
6217,中探針,Gogoro/Others,EV/E-Bike (新能源),約 10% (Charge),大電流充電針
6217,中探針,AMZN/GOOG,Amazon/Google,約 10% (Consumer),智慧穿戴/平板探針
6217,中探針,Misc,Other Consumer,約 15% (Consumer),TWS耳機/筆電探針
6223,旺矽,2330,台積電,約 12-15% (主要夥伴),"晶圓測試探針卡 (CPC/VPC), 工程機台"
6223,旺矽,2379,瑞昱,約 2-4% (網通),網通晶片測試卡
6223,旺矽,2449,京元電子,,"垂直式探針卡 (VPC), 懸臂式探針卡"
6223,旺矽,2454,聯發科,約 10-12% (手機),手機 AP 用垂直式探針卡 (VPC)
6223,旺矽,3034,聯詠,約 8-10% (驅動 IC),驅動 IC 用懸臂式探針卡 (CPC)
6223,旺矽,3264,欣銓,,探針卡 (Probe Card)
6223,旺矽,3711,日月光投控,約 3-5% (封測),封裝後測試介面
6223,旺矽,4979,華星光,,"探針卡, 測試設備"
6223,旺矽,6488,環球晶,約 3-5% (設備),LED/光電測試設備
6223,旺矽,IFX,Infineon (英飛凌),約 2-3% (車用),車用晶片測試卡
6223,旺矽,HIMX,Himax (奇景光電),約 3-5% (驅動 IC),CPC 探針卡
6223,旺矽,NVDA,Nvidia (輝達 - 終端),約 15-20% (AI 成長中最快),"AI GPU 用垂直式探針卡 (VPC), 測試設備"
6223,旺矽,AMD,AMD (超微 - 終端),約 5-8% (HPC),CPU/GPU 測試介面
6223,旺矽,6223,旺矽,,"MEMS 探針, 懸臂式探針 (自製率高)"
6230,尼得科超眾,SMCI,Supermicro (美超微),約 5% (Server),AI伺服器水冷板
6230,尼得科超眾,DELL/HPQ,PC Brands (Dell/HP),約 35% (NB/PC),筆電散熱模組
6230,尼得科超眾,2382/3231,Server ODMs (廣達/緯創),約 20% (Server),伺服器散熱(氣冷/水冷)
6230,尼得科超眾,Cisco/Ericsson,Network/Comms,約 10% (Network),網通散熱模組
6230,尼得科超眾,Samsung/Others,Smartphones,約 5% (Phone),手機超薄熱管/VC
6231,系微,2317,鴻海,約 10% (ODM),韌體授權
6231,系微,2353,宏碁,約 10% (PC),BIOS/UEFI授權
6231,系微,HPQ/DELL,PC Brands (HP/Dell),約 40% (PC),BIOS/UEFI授權
6231,系微,CSP_ODM,Server Clients (CSP/ODM),約 30% (Server),BIOS/BMC韌體 (OpenBMC)
6231,系微,0992.HK,Lenovo (聯想 - JV Partner),約 5% (PC),BIOS/UEFI授權
6235,華孚,TSLA,Tesla (特斯拉),約 20% (EV),車內顯示器支架/機構件
6235,華孚,1211.HK,BYD (比亞迪),約 10% (EV),新能源車機構件
6235,華孚,VOW/BMW,European Brands (Audi/BMW),約 40% (Auto),輕量化機構件
6235,華孚,US_Auto,North American Clients,約 15% (Auto),車用機構件
6235,華孚,Others,Asian Brands (Hyundai/Toyota),約 10% (Auto),車用機構件
6239,力成,2337,旺宏,,高階記憶體封測
6239,力成,3006,晶豪科,,封裝測試
6239,力成,5351,鈺創,,封裝測試
6239,力成,8299,群聯,,記憶體封測
6239,力成,INTC,Intel (英特爾/Barefoot),約 10% (Logic),邏輯晶片封測(部分轉售)
6239,力成,MU,Micron (美光),約 25% (DRAM),DRAM封測
6239,力成,Private,Kioxia (鎧俠),約 25% (NAND),NAND Flash封測
6239,力成,Private,Kingston (金士頓),約 10% (Module),記憶體模組封測
6239,力成,MediaTek/Others,Logic Designers,約 15% (Logic),邏輯IC封測
6245,立端,2308,台達電,約 10% (Group),工業網安/自動化整合
6245,立端,CSCO/CHKP,Network Security (Cisco/CheckPoint),約 40% (ODM),防火牆/UTM硬體
6245,立端,VZ/T,Telecom (Verizon/AT&T),約 15% (uCPE),SD-WAN/uCPE設備
6245,立端,Siemens/Others,Industrial Clients,約 5% (IPC),工業電腦
6245,立端,Retail/Trans,Edge Computing,約 10% (Edge),邊緣運算伺服器
6257,矽格,2379,瑞昱,約 10% (Netcom),網通/音效晶片測試
6257,矽格,2454,聯發科,約 45% (Mobile/Net),手機/網通晶片測試
6257,矽格,3014,聯陽,,IC測試
6257,矽格,3265,台星科,,母公司/資源整合
6257,矽格,8081/Others,Power IC Clients (致新/立錡),約 15% (Power),電源管理IC測試
6257,矽格,Cloud,North American AI (AWS/MSFT),約 5% (AI_ASIC),自研晶片測試 (間接)
6257,矽格,Auto_Chip,Auto Clients,約 6% (Auto),車用晶片測試
6269,台郡,AAPL,Apple (蘋果 - 終端客戶),約 45% (PC),筆電/平板軟板 (LCP/MPI)
6269,台郡,Oppo/Vivo,Android Brands,約 5% (Mobile),手機軟板
6269,台郡,Watch/AirPods,Wearables,約 10% (Consumer),穿戴裝置軟板
6269,台郡,EV/Server,Auto/Server,約 5% (New),車用/傳輸軟板
6271,同欣電,3227,原相,,CIS封裝
6271,同欣電,6758.T,Sony (索尼),約 10% (Mobile),CIS重組/陶瓷基板
6271,同欣電,ON,ON Semi (安森美),約 35% (Auto),車用CIS封測
6271,同欣電,Private,OmniVision (豪威),約 15% (Mobile/Auto),CIS封測 (RW)
6271,同欣電,Private,SpaceX (Starlink),約 8% (RF),低軌衛星RF模組
6271,同欣電,Tier1,Automotive Lighting,約 10% (Ceramic),車燈陶瓷基板
6274,台燿,2313,華通,,衛星地面接收站 CCL
6274,台燿,2316,楠梓電,,銅箔基板 (CCL)
6274,台燿,2355,敬鵬,,CCL (車用)
6274,台燿,2367,燿華,,高速高頻基板 (衛星)
6274,台燿,3044,健鼎,,高頻高速 CCL (AI 伺服器)
6274,台燿,8155,博智,,CCL (高速材料)
6274,台燿,GOOGL,Google (谷歌),約 15% (AI/Cloud),AI伺服器CCL (M7/M8)
6274,台燿,ANET,Arista Networks,約 10% (Network),400G/800G交換器CCL
6274,台燿,2368/3044,PCB Makers (金像電/健鼎),約 40% (Server),伺服器/交換器CCL
6274,台燿,META/MSFT,Meta/Microsoft,約 10% (Cloud),800G交換器材料
6274,台燿,NVDA,Nvidia (輝達 - 終端),約 15% (AI),OAM/UBB板材料
6275,元山,6752.T,Panasonic (松下),約 16% (Home),家電散熱/生活家電
6275,元山,1211.HK,BYD (比亞迪),約 15% (EV),新能源車風扇
6275,元山,VOW/BMW,European Auto (VW/BMW),約 30% (Auto),車用散熱風扇 (座椅/電池)
6275,元山,NVDA_Chain,AI Server Chain,約 20% (Server),伺服器風扇
6275,元山,Advantech,Industrial/IPC,約 10% (Ind),工業電腦風扇
6278,台表科,MU,Micron (美光),約 10% (DRAM),DDR5模組打件
6278,台表科,AAPL,Apple (蘋果 - 終端客戶),約 10% (MiniLED),iPad/MacBook Mini LED打件
6278,台表科,BOE/CSOT,Panel Makers (京東方/華星),約 40% (TV/Panel),TV/Monitor Control Board
6278,台表科,Tesla/Ford,Auto Clients,約 10% (Auto),車用相機模組/BMS
6278,台表科,Sony/Others,Consumer Electronics,約 20% (Consumer),家電/其他SMT
6279,胡連,TSLA,Tesla (特斯拉),約 5% (EV),電池管理/電源連接器
6279,胡連,1211.HK,BYD (比亞迪),約 10% (EV),高壓/高頻連接器
6279,胡連,0175.HK,Geely Auto (吉利好車),約 15% (China),車身/電源連接器
6279,胡連,000625.SZ,ChangAn Auto (長安汽車),約 8% (China),車用端子/護套
6279,胡連,LEA/MGA,Lear/Magna (Tier 1),約 10% (Global),線束模組連接器
6409,旭隼,3617,碩天,約 3-5% (同業/部分合作),UPS 代工 (部分低階)
6409,旭隼,ETN,Eaton (伊頓),約 10-15% (估),中小型 UPS 系統
6409,旭隼,SU.PA,Schneider Electric (施耐德/APC),約 15-20% (估),"On-line UPS, Off-line UPS (ODM 代工)"
6409,旭隼,VRT,Vertiv (維諦),約 8-10% (估),"資料中心 UPS, 機房電源管理"
6409,旭隼,LR.PA,Legrand (羅格朗),約 5-8% (估),"家用/商用 UPS, PDU"
6409,旭隼,Priv.,Local Brands (India/Luminous),約 5-8% (估),家用逆變器 (Inverter)
6409,旭隼,,Local Brands (South Africa/Middle East),約 5-8% (估),太陽能逆變器 (PV Inverter)
6409,旭隼,6645.T,Japanese Brands (Omron/Others),約 2-4% (估),小型 UPS
6409,旭隼,,Telecom Clients (Global),約 2-3% (估),通訊基站電源
6409,旭隼,,Data Center ODMs (White Box),約 2-3% (成長中),客製化電源模組
6442,光聖,MSFT,Microsoft (微軟),約 2-3% (潛在成長),資料中心光纖互連
6442,光聖,META,Meta (臉書),約 15-20% (成長中),"資料中心光纖佈線, 光被動元件"
6442,光聖,GOOG,Google (谷歌),約 40-50% (主要客戶),"光纖跳線, MPO/MTP 高密度連接器 (資料中心)"
6442,光聖,0763.HK,ZTE (中興通訊),約 2-3% (估),光通訊模組零組件
6442,光聖,CMCSA,Comcast,約 2-3% (估),"RF 連接器, 光接收器"
6442,光聖,,US Telecom Integrators,約 10-15% (估),"FTTx 光纖設備, RF 連接器"
6442,光聖,Priv.,Huawei (華為),約 5-8% (主要為舊案/非美市場),光主動元件 (BOSA/TOSA)
6442,光聖,NOK/ERIC,Nokia/Ericsson,約 3-5% (估),5G 基地台光纖元件
6442,光聖,,CPO Innovation Partners,約 1-2% (研發階段),CPO 光纖陣列 (Fiber Array)
6442,光聖,,Other System Integrators,約 5-8% (分散),客製化光纖次模組
6488,環球晶,2303,聯電,,8吋/12吋矽晶圓
6488,環球晶,2330,台積電,,矽晶圓 (Silicon Wafers)
6488,環球晶,2337,旺宏,,矽晶圓 (原材料)
6488,環球晶,2342,茂矽,,矽晶圓/磊晶圓 (策略夥伴)
6488,環球晶,2344,華邦電,,12吋矽晶圓
6488,環球晶,2408,南亞科,,矽晶圓 (供應鏈)
6488,環球晶,3016,嘉晶,,矽晶圓基板
6488,環球晶,3588,通嘉,,矽晶圓材料 (間接)
6488,環球晶,3707,漢磊,,矽晶圓/SiC基板
6488,環球晶,5347,世界,,8吋矽晶圓
6488,環球晶,8255,朋程,,SiC/矽晶圓 (集團)
6488,環球晶,2330 TW,TSMC (台積電),~40-45% (Estimated),12-inch/8-inch Logic/Specialty Wafers
6488,環球晶,005930 KS,Samsung Electronics (三星電子),~10-15% (Estimated),12-inch Memory/Logic Wafers
6488,環球晶,INTC US,Intel (英特爾),~5-10% (Estimated),12-inch Logic Wafers
6488,環球晶,2303 TW,UMC (聯電),~5-8% (Estimated),8-inch/12-inch Wafers
6488,環球晶,TXN US,Texas Instruments (德州儀器),~5% (Estimated),Analog/Specialty Wafers
6488,環球晶,MU US,Micron (美光),~3-5% (Estimated),Memory Wafers
6488,環球晶,IFX DE,Infineon (英飛凌),~3% (Estimated),Power/Auto Wafers (SiC/GaN)
6488,環球晶,STM US,STMicroelectronics (意法半導體),~3% (Estimated),Power/Auto Wafers (SiC/GaN)
6488,環球晶,NXPI US,NXP Semiconductors (恩智浦),~2% (Estimated),Auto Wafers
6488,環球晶,5347 TW / 6770 TW,VIS/Powerchip (世界先進/力積電),~2% (Estimated),8-inch/12-inch Wafers
6515,穎崴,2330,台積電,約 5-8% (估),"先進封裝測試介面 (CoWoS), 晶圓測試"
6515,穎崴,2454,聯發科,約 3-5% (估),手機晶片/AP 測試座 (PoP Socket)
6515,穎崴,QCOM,Qualcomm (高通),約 2-3% (估),手機 SoC 測試座
6515,穎崴,AVGO,Broadcom (博通),約 5-8% (估),網通晶片高頻測試座
6515,穎崴,INTC,Intel (英特爾/Barefoot),約 2-4% (估),"CPU 測試座, 老化測試治具"
6515,穎崴,TER,Teradyne (泰瑞達),約 1-2% (合作),ATE 設備介面零組件
6515,穎崴,MRVL,Marvell (邁威爾 - 合作夥伴),約 3-5% (估),光通訊晶片測試座
6515,穎崴,Priv.,Chinese GPU/AI Clients,約 3-5% (估),客製化 AI 晶片測試座
6515,穎崴,NVDA,Nvidia (輝達 - 終端),約 35-40% (估),"AI GPU 系統級測試座 (Coaxial Socket), 老化測試座"
6515,穎崴,AMD,AMD (超微 - 終端),約 20-25% (估),"CPU/GPU 成品測試座 (FT Socket), 垂直探針卡 (VPC)"
6515,穎崴,6515,穎崴,,高階自製探針 (自製率提升中)
6669,緯穎,MSFT,Microsoft (微軟),約 35% (Cloud),Azure伺服器/AI專案
6669,緯穎,GOOGL,Google (谷歌),約 5% (Cloud),雲端伺服器
6669,緯穎,META,Meta (臉書),約 45% (Cloud),AI伺服器/儲存設備
6669,緯穎,AMZN,Amazon (亞馬遜),約 15% (ASIC),ASIC AI伺服器
6669,緯穎,Mid_East,Middle East Clients,約 1% (New),液冷AI伺服器
6805,富世達,2317,鴻海,約 1% (伺服器),伺服器滑軌組裝
6805,富世達,3017,奇鋐,,轉軸 (奇鋐子公司/供應鏈)
6805,富世達,6409,旭隼,,機構件 (部分)
6805,富世達,HPQ,HP (惠普),約 3-5% (筆電),筆電軸承
6805,富世達,DELL,Dell (戴爾),約 3-5% (筆電),商用筆電軸承
6805,富世達,GOOG,Google (谷歌),約 2-3% (折疊),Pixel Fold 軸承 (潛在/小量)
6805,富世達,0763.HK,ZTE (中興通訊),約 1-2% (折疊),折疊手機軸承
6805,富世達,Priv.,Huawei (華為),約 65-70% (最大客戶),Mate X 系列折疊手機軸承 (獨家/主要供應)
6805,富世達,LEN.HK,Motorola (摩托羅拉),約 10-15% (成長中),Razr 系列折疊手機軸承
6805,富世達,AMZN/MSFT,US CSP (美系雲端),約 2-3% (伺服器),AI 伺服器滑軌 (1U/4U)
6805,富世達,688036.SS,Transsion (傳音),約 1-2% (折疊),Phantom V Fold 軸承
6805,富世達,0992.HK,Lenovo (聯想 - JV Partner),約 5-8% (筆電),Yoga/ThinkPad 筆電軸承
6805,富世達,6805,富世達,,MIM 關鍵零件 (自製率提升中)
8016,矽創,005930.KS,Samsung (三星 - NB),約 10% (Mobile),手機DDI/Sensor
8016,矽創,Fitbit/Garmin,AIoT/Wearables,約 35% (AIoT),穿戴式/工控DDI
8016,矽創,Private,Mobile Sensors (Oppo/Vivo),約 25% (Mobile),光感測/距離感測器
8016,矽創,VOW/VOLV,Automotive (VW/Volvo),約 15% (Auto),車用DDI
8016,矽創,Grid_Corp,Industrial (Smart Meters),約 15% (Ind),工控DDI
8021,尖點,3037,欣興,約 15% (Substrate),IC載板鑽針
8021,尖點,3044,健鼎,約 10% (PCB),HDI鑽針
8021,尖點,3189,景碩,約 10% (Substrate),載板鑽針
8021,尖點,4958,臻鼎-KY,約 15% (PCB),PCB鑽針/代鑽服務
8021,尖點,8046,南電,約 10% (Substrate),載板鑽針
8033,雷虎,Global_Dist,RC Hobby Distributors,約 65% (RC),遙控車/飛機/船
8033,雷虎,Medical_Dist,Medical Clients (Dental),約 25% (Medical),牙鑽機/電動手機
8033,雷虎,Uni-Pre/Others,Beverage Companies,約 8% (Pkg),瓶蓋/包材
8033,雷虎,Govt_TW,Ministry of National Defense,約 2% (Military),微型無人機/無人艇 (原型/小量)
8033,雷虎,Govt_US,US Army/Govt,約 1% (New),自殺式無人機 (FPV)
8038,長園科,2330,台積電,約 60% (Semicon),UPS鋰鐵電池系統
8038,長園科,ETN/SU,UPS Makers (Eaton/Schneider),約 20% (UPS),不斷電系統電池模組
8038,長園科,Cloud_Center,Data Centers,約 10% (BBU),備援電池模組
8038,長園科,Hwan_Sheng,EV/AGV Clients,約 5% (EV),電動車/AGV電池
8038,長園科,Solar_Proj,Energy Storage (ESS),約 5% (ESS),儲能系統電池
8038,長園科,8038,長園科,,氧化鋰鐵磷正極材料
8039,台虹,4958,臻鼎-KY,約 25% (FPC),軟性銅箔基板 (FCCL)
8039,台虹,6153,嘉聯益,約 10% (FPC),FCCL
8039,台虹,6269,台郡,約 20% (FPC),FCCL/覆蓋膜
8039,台虹,DSBJ,MFLEX (淳華),約 10% (FPC),FCCL
8039,台虹,Auto_Chain,Auto/Industrial,約 10% (New),耐高溫/高頻基板
8042,金山電,2308/2301,Power Supply Makers (Delta/LiteOn),約 30% (Power),鋁質電解電容/固態電容
8042,金山電,2357/2376,Motherboard Makers (Asus/Giga),約 20% (PC),固態電容
8042,金山電,Server_ODM,Server/Cloud,約 17% (Server),高階電容
8042,金山電,Local_Home,Home Appliance,約 21% (Home),家電用電容
8042,金山電,Ind_Motor,Industrial Clients,約 11% (Ind),工控電容
8042,金山電,8042,金山電,,陽極鋁箔/電解液
8044,網家,Consumers,Individual Consumers (B2C),約 85% (B2C),PChome 24h購物
8044,網家,Sellers,Marketplace Sellers (C2C),約 5% (C2C),露天拍賣/商店街手續費
8044,網家,Users,FinTech Users,約 6% (FinTech),支付/保險/BNPL服務
8044,網家,Bibian_Users,Cross-border Shoppers,約 2% (Cross),比比昂代購服務
8044,網家,Ad_Agency,Advertising Clients,約 2% (Ad),平台廣告投放
8046,南電,3661,世芯-KY,,ABF 載板
8046,南電,6223,旺矽,,探針卡載板
8046,南電,AVGO,Broadcom (博通),約 25% (Network),網通/交換器ABF載板
8046,南電,AAPL,Apple (蘋果 - 終端客戶),約 10% (Consumer),BT載板 (SiP)
8046,南電,Auto_Chip,Automotive Clients,約 10% (Auto),車用晶片載板
8046,南電,NVDA,Nvidia (輝達 - 終端),約 5% (AI),AI伺服器載板 (新認證)
8046,南電,AMD,AMD (超微 - 終端),約 15% (PC/Server),CPU/GPU載板
8050,廣積,CSCO,Cisco (思科),約 30% (Network),網通資安設備
8050,廣積,MCD/YUM,Smart Retail (US Fast Food),約 20% (Retail),戶外點餐機/Kiosk
8050,廣積,SIE/HON,Industrial Auto (Siemens/Honeywell),約 25% (Ind),工控自動化系統
8050,廣積,Govt/Metro,Smart Transportation,約 10% (Transport),智慧交通/閘門系統
8050,廣積,JP_Client,Japan Clients (Gaming/AMR),約 5% (Gaming),博弈機/倉儲機器人
8054,安國,Module_Maker,Storage Clients (Module Makers),約 45% (Storage),USB/eMMC控制IC
8054,安國,Bitmain/Others,ASIC Clients (Mining/HPC),約 25% (ASIC),3nm/4nm AI ASIC
8054,安國,6462,神盾,約 10% (Group),集團合作開發/IP
8054,安國,Cloud_CSP,Arm Server Clients,約 5% (Server),Arm Server CPU Design
8054,安國,Tier1,Automotive Clients,約 5% (Auto),車用影像感測ASIC
8069,元太,6143,振曜,,電子紙薄膜/模組
8069,元太,WMT,Walmart (沃爾瑪),約 15% (Retail),四色ESL電子標籤
8069,元太,AMZN,Amazon (亞馬遜),約 40% (Consumer),Kindle/Scribe模組
8069,元太,4755.T,Rakuten Kobo,約 10% (Consumer),Kobo閱讀器模組
8069,元太,VU.PA,VusionGroup (SES-imagotag),約 15% (IoT/ESL),ESL系統整合
8069,元太,Private,eNote Brands (ReMarkable/Boox),約 10% (eNote),電子筆記本模組
8070,長華*,2393,億光,約 10% (LED),EMC導線架
8070,長華*,2441,超豐,,導線架 (代理住友)
8070,長華*,2449,京元電子,約 5% (OSAT),封裝材料
8070,長華*,3711,日月光投控,約 35% (OSAT),導線架/封膠樹脂
8070,長華*,6239,力成,約 10% (OSAT),封裝材料
8070,長華*,AMKR,Amkor,約 15% (OSAT),導線架/材料
8081,致新,2409/3481,Panel Makers (AUO/Innolux),約 33% (Panel),面板電源管理IC (PMIC)
8081,致新,2382/2324,PC ODMs (Quanta/Compal),約 30% (PC/NB),筆電PMIC/DDR PMIC
8081,致新,Delta/Sunon,Motor Clients (Fan Makers),約 7% (Motor),風扇馬達驅動IC
8081,致新,TV_Client,TV Brands/ODMs,約 15% (TV),電視PMIC
8081,致新,Server_ODM,Server Clients,約 5% (Server),伺服器PMIC (DDR5)
8086,宏捷科,4968,立積,約 20% (WiFi),WiFi FEM 代工
8086,宏捷科,QCOM,Qualcomm (高通),約 5% (WiFi),WiFi PA (參考設計)
8086,宏捷科,SWKS,Skyworks (思佳訊),約 25% (Mobile),手機PA代工 (4G/5G)
8086,宏捷科,688153.SH,Vanchip (唯捷創芯),約 15% (China),手機PA代工
8086,宏捷科,Private,Lansus (飛驤),約 10% (China),手機PA代工
8103,瀚荃,005930.KS,Samsung (三星 - NB),約 10% (Opto),LVDS/光電線材
8103,瀚荃,2308/2301,Server Power Clients (Delta/LiteOn),約 30% (Server),電源連接器/線束
8103,瀚荃,2382/2324,NB ODMs (Quanta/Compal),約 22% (NB),筆電連接器
8103,瀚荃,Ind_Client,Industrial Clients,約 18% (Ind),工控連接器
8103,瀚荃,Tier1,Automotive Clients,約 6% (Auto),車用電子連接器
8110,華東,2344,華邦電,約 63% (Group),記憶體封測服務
8110,華東,2408,南亞科,約 20% (DRAM),DRAM封測服務
8110,華東,3006,晶豪科,約 5% (Design),記憶體封測
8110,華東,5351,鈺創,約 5% (Design),利基型記憶體封測
8110,華東,Others,Other Memory Houses,約 7% (Others),封測服務
8111,立碁,Gov_Tw,Government Projects (Public),約 20% (Project),LED照明/節能工程
8111,立碁,SiP_Client,SiP/IoT Clients,約 25% (SiP),系統封裝模組
8111,立碁,EV_Maker,Electric Vehicle Clients,約 10% (Auto),充電樁/儀表板/車燈
8111,立碁,Sensor_Maker,IR/Sensor Clients,約 20% (IR),不可見光元件
8111,立碁,Display_Maker,Display Clients,約 15% (Display),全彩顯示屏
8114,振樺電,0992.HK,Lenovo (聯想 - JV Partner),約 15% (Global),零售物聯網/大客戶標案
8114,振樺電,McD/Starbucks,US Retail Clients (Fast Food),約 15% (O2O),Kiosk/POS系統
8114,振樺電,Semi_Maker,Chips/Semi Clients (Testing),約 20% (Embedded),半導體測試機台運算核心
8114,振樺電,SIE/GE,Medical Clients (Siemens/GE),約 10% (Medical),醫療平板/高階電腦
8114,振樺電,Cloud_CSP,Data Center Clients,約 10% (Cloud),資料中心伺服器架構
8121,越峰,2308,台達電,約 25% (Passive),電源磁芯/變壓器鐵芯
8121,越峰,2327,國巨*,約 15% (Inductor),電感鐵芯
8121,越峰,SiC_Client,SiC Wafer Makers,約 20% (SiC),碳化矽粉 (長晶用)
8121,越峰,TDK/Murata,Other Inductor Makers,約 15% (Global),軟磁鐵氧體
8121,越峰,EV_Supply,EV/Charging Pile,約 5% (Auto),高頻磁性材料
8150,南茂,2337,旺宏,,記憶體封測
8150,南茂,2408,南亞科,約 10% (Memory),DRAM封測
8150,南茂,3034,聯詠,約 20% (DDIC),驅動IC/COF封測
8150,南茂,4919,新唐,,封裝測試
8150,南茂,5351,鈺創,,封裝測試
8150,南茂,8016,矽創,,IC封裝
8150,南茂,MU,Micron (美光),約 25% (Memory),DRAM/Flash封測
8150,南茂,HIMX,Himax (奇景光電),約 10% (DDIC),驅動IC封測
8150,南茂,2344/2337,Winbond/Macronix,約 10% (Memory),Flash/DRAM封測
8155,博智,2395,研華,約 20% (IPC),工業電腦板
8155,博智,INTC,Intel (英特爾/Barefoot),約 15% (Platform),伺服器參考設計板 (Eagle Stream)
8155,博智,SMCI,Supermicro (美超微),約 30% (Server),AI伺服器板
8155,博智,DELL,Dell (戴爾),約 10% (Server),商用伺服器PCB
8155,博智,AMD,AMD (超微 - 終端),約 15% (Platform),伺服器參考設計板 (Genoa)
8163,達方,HPQ,HP (惠普),約 20% (IT),背光鍵盤/IT週邊
8163,達方,DELL,Dell (戴爾),約 15% (IT),NB鍵盤
8163,達方,AAPL,Apple (蘋果 - 終端客戶),約 10% (IT),鍵盤相關
8163,達方,Euro_Bike,E-Bike Brands (Europe),約 20% (Green),電池/車架/電控
8163,達方,Global_Dist,Passive Comp Clients,約 13% (Passive),MLCC/電感
8210,勤誠,2382,廣達,,"伺服器機殼, 機架解決方案"
8210,勤誠,MSFT,Microsoft (微軟),約 10% (US),伺服器機殼
8210,勤誠,AMZN,Amazon (亞馬遜),約 35% (US),AI伺服器機殼/ASIC專案
8210,勤誠,BIDU,Baidu (百度),約 10% (China),AI伺服器機殼
8210,勤誠,BABA,Alibaba (阿里巴巴),約 10% (China),資料中心機殼
8210,勤誠,NVDA,Nvidia (輝達 - 終端),約 5% (AI),MGX平台機殼合作
8215,明基材,2352,佳世達,,偏光片
8215,明基材,2409,友達,約 30% (Group),偏光片 (TV/Monitor)
8215,明基材,3218,大學光,,隱形眼鏡 (美若康)/生醫耗材
